delivery_distance,order_quantity_lbs,average_unit_cost_lbs,packaging,total_delivery_cost,markup_percentage,order_date,customer_id,product_id,warehouse_id,ship_via
23.19,360.0,1.22,-MDRM,0.63,0.11,2020-04-20 00:00:00+00:00,C241,P2,W5,S3
7.72,41840.0,0.05,BULK,26.58,1.1,2018-06-12 00:00:00+00:00,C92,P1,W14,S2
52.5,360.0,1.1,-MDRM,1.42,0.11,2017-04-27 00:00:00+00:00,C179,P2,W17,S3
5.16,720.0,0.94,-MDRM,0.28,0.11,2020-10-07 00:00:00+00:00,C65,P2,W12,S3
120.64,44450.0,0.07,BULK,415.3,0.33,2019-02-21 00:00:00+00:00,C94,P1,W4,S2
6.16,720.0,0.87,-MDRM,0.33,0.11,2017-06-27 00:00:00+00:00,C215,P2,W7,S3
43.65,6300.0,0.05,BULK,22.92,3.99,2016-09-14 00:00:00+00:00,C75,P1,W2,S2
148.47,44440.0,0.08,BULK,512.22,0.41,2021-06-23 00:00:00+00:00,C24,P1,W2,S2
18.87,2160.0,1.06,-MDRM,3.06,0.11,2017-03-15 00:00:00+00:00,C105,P2,W3,S3
15.43,720.0,1.38,-MDRM,0.83,0.11,2018-05-02 00:00:00+00:00,C284,P2,W12,S3
92.34,360.0,1.13,-MDRM,2.49,1.21,2022-03-28 00:00:00+00:00,C126,P2,W13,S4
35.12,45680.0,0.06,BULK,118.53,0.58,2017-01-09 00:00:00+00:00,C34,P1,W1,S1
93.46,45040.0,0.05,BULK,319.63,1.01,2017-10-23 00:00:00+00:00,C85,P1,W2,S2
22.73,44000.0,0.04,BULK,75.01,1.39,2017-10-30 00:00:00+00:00,C49,P3,W22,S2
54.63,44660.0,0.66,BULK,184.38,0.2,2019-07-17 00:00:00+00:00,C37,P4,W3,S8
0.0,14120.0,0.09,BULK,0.0,3.78,2021-07-19 00:00:00+00:00,C272,P1,W8,S2
35.98,720.0,0.69,-MDRM,1.94,0.91,2017-01-18 00:00:00+00:00,C57,P2,W10,S12
32.78,2880.0,0.62,-MDRM,7.08,0.11,2019-06-26 00:00:00+00:00,C11,P2,W11,S3
81.94,720.0,1.23,-MDRM,4.42,0.11,2021-02-19 00:00:00+00:00,C441,P2,W17,S3
31.89,45160.0,0.06,BULK,110.02,0.66,2018-06-05 00:00:00+00:00,C106,P1,W16,S2
66.83,42640.0,0.15,BULK,225.55,0.86,2022-06-17 00:00:00+00:00,C28,P1,W2,S2
0.0,20040.0,0.06,BULK,0.0,0.45,2018-06-12 00:00:00+00:00,C1,P1,W1,S1
56.76,47660.0,0.07,BULK,169.34,0.29,2019-07-15 00:00:00+00:00,C133,P1,W16,S2
47.43,44640.0,0.06,BULK,163.63,0.74,2020-07-29 00:00:00+00:00,C19,P1,W2,S2
65.2,720.0,0.83,-MDRM,3.52,0.1,2017-02-15 00:00:00+00:00,C144,P2,W3,S3
54.63,45160.0,0.88,BULK,184.38,0.06,2020-04-13 00:00:00+00:00,C37,P4,W3,S2
54.63,44900.0,0.73,BULK,184.38,0.06,2020-09-18 00:00:00+00:00,C37,P4,W3,S2
18.14,45080.0,0.07,BULK,62.58,0.61,2019-10-29 00:00:00+00:00,C175,P1,W2,S2
120.64,43320.0,0.07,BULK,415.3,0.33,2019-06-24 00:00:00+00:00,C94,P1,W4,S2
8.01,360.0,0.86,-MDRM,0.22,0.11,2017-05-24 00:00:00+00:00,C303,P2,W26,S3
38.22,42931.0,0.15,BULK,128.99,0.21,2022-11-02 00:00:00+00:00,C94,P1,W9,S2
40.77,46740.0,0.08,BULK,143.71,0.19,2021-12-22 00:00:00+00:00,C34,P1,W1,S2
17.91,360.0,1.84,-MDRM,0.48,0.11,2018-06-19 00:00:00+00:00,C143,P2,W17,S3
11.28,720.0,1.46,-MDRM,0.61,0.11,2018-02-09 00:00:00+00:00,C340,P2,W3,S3
67.15,0.0,0.05,BULK,226.63,0.79,2020-07-22 00:00:00+00:00,C273,P1,W3,S2
54.63,45080.0,1.07,BULK,184.38,0.07,2021-04-06 00:00:00+00:00,C37,P4,W3,S2
13.19,43840.0,0.11,BULK,45.51,0.44,2022-04-18 00:00:00+00:00,C13,P1,W2,S2
5.16,1440.0,1.12,-MDRM,0.56,0.11,2021-06-03 00:00:00+00:00,C65,P2,W12,S3
0.0,16840.0,0.13,BULK,0.0,2.19,2022-06-28 00:00:00+00:00,C41,P3,W12,S6
16.69,44400.0,0.06,BULK,55.08,0.25,2017-07-20 00:00:00+00:00,C47,P1,W1,S1
7.16,360.0,1.53,-MDRM,0.19,0.11,2020-05-27 00:00:00+00:00,C111,P2,W15,S3
111.82,2880.0,0.78,-MDRM,24.15,0.1,2019-12-18 00:00:00+00:00,C35,P2,W15,S3
29.83,720.0,1.3,-MDRM,1.61,0.11,2022-03-31 00:00:00+00:00,C178,P2,W4,S3
97.38,44260.0,0.06,BULK,328.66,0.51,2020-12-30 00:00:00+00:00,C62,P1,W2,S2
13.19,44340.0,0.07,BULK,45.51,0.41,2019-01-02 00:00:00+00:00,C13,P1,W2,S2
20.21,1440.0,1.32,-MDRM,2.18,0.11,2018-06-22 00:00:00+00:00,C27,P2,W15,S3
18.93,1440.0,0.94,-MDRM,2.04,0.17,2018-09-13 00:00:00+00:00,C101,P2,W20,S3
6.19,1440.0,0.62,-MDRM,0.67,0.11,2020-03-12 00:00:00+00:00,C5,P2,W5,S3
41.3,360.0,1.27,-MDRM,1.12,0.11,2019-04-04 00:00:00+00:00,C126,P2,W13,S3
14.6,7340.0,0.07,BULK,6.7,3.98,2019-02-01 00:00:00+00:00,C50,P1,W16,S2
44.33,360.0,1.08,-MDRM,1.2,1.51,2022-05-09 00:00:00+00:00,C162,P2,W20,S3
18.87,360.0,1.42,-MDRM,0.51,0.11,2018-04-03 00:00:00+00:00,C63,P2,W3,S3
20.21,1440.0,1.26,-MDRM,2.18,0.11,2019-10-18 00:00:00+00:00,C27,P2,W15,S3
0.0,45640.0,0.07,BULK,0.0,0.26,2019-10-21 00:00:00+00:00,C1,P1,W1,S1
32.78,2880.0,0.62,-MDRM,7.08,0.11,2019-07-22 00:00:00+00:00,C11,P2,W11,S3
20.93,360.0,1.22,-MDRM,0.57,0.14,2022-03-21 00:00:00+00:00,C132,P2,W25,S3
89.35,33120.0,0.06,BULK,301.56,0.9,2019-12-31 00:00:00+00:00,C238,P3,W3,S2
124.44,360.0,0.85,-MDRM,3.36,0.28,2018-12-18 00:00:00+00:00,C421,P2,W4,S3
56.76,42600.0,0.07,BULK,195.82,0.25,2019-12-10 00:00:00+00:00,C133,P1,W16,S2
55.6,1440.0,1.12,-MDRM,6.0,1.12,2022-08-10 00:00:00+00:00,C38,P2,W17,S3
6.19,720.0,0.62,-MDRM,0.33,0.11,2019-12-19 00:00:00+00:00,C5,P2,W5,S3
54.63,29940.0,0.65,BULK,122.92,0.09,2017-07-31 00:00:00+00:00,C37,P4,W3,S8
29.83,360.0,1.22,-MDRM,0.81,0.11,2022-02-03 00:00:00+00:00,C178,P2,W4,S3
6.19,360.0,0.99,-MDRM,0.17,0.11,2021-02-11 00:00:00+00:00,C5,P2,W5,S3
35.12,44640.0,0.07,BULK,121.16,0.57,2020-05-27 00:00:00+00:00,C34,P1,W1,S2
116.85,44600.0,0.07,BULK,394.37,0.33,2018-06-28 00:00:00+00:00,C86,P1,W14,S2
29.61,360.0,3.54,-MDRM,0.8,0.11,2021-03-04 00:00:00+00:00,C363,P2,W13,S3
67.45,43600.0,0.08,BULK,232.7,0.13,2018-08-28 00:00:00+00:00,C6,P1,W8,S2
10.19,1440.0,0.76,-MDRM,1.1,0.11,2018-04-11 00:00:00+00:00,C154,P2,W13,S3
3.79,720.0,1.66,-MDRM,0.2,0.11,2017-11-02 00:00:00+00:00,C332,P2,W23,S3
43.95,720.0,1.23,-MDRM,2.37,0.4,2022-08-24 00:00:00+00:00,C245,P2,W6,S3
16.69,45080.0,0.07,BULK,56.33,0.19,2021-06-15 00:00:00+00:00,C47,P1,W1,S2
18.14,43560.0,0.07,BULK,62.58,0.52,2019-08-05 00:00:00+00:00,C175,P1,W2,S2
23.19,360.0,0.91,-MDRM,0.63,0.11,2017-07-05 00:00:00+00:00,C715,P2,W5,S3
50.51,1080.0,1.35,-MDRM,4.09,0.11,2020-04-20 00:00:00+00:00,C17,P2,W10,S3
111.82,2880.0,0.65,-MDRM,24.15,0.31,2017-02-08 00:00:00+00:00,C35,P2,W15,S3
202.99,45420.0,0.04,BULK,685.09,2.05,2017-01-23 00:00:00+00:00,C36,P1,W4,S2
0.0,45200.0,0.07,BULK,0.0,0.31,2021-03-12 00:00:00+00:00,C1,P1,W1,S1
44.52,2880.0,0.73,-MDRM,9.62,0.52,2020-03-27 00:00:00+00:00,C383,P2,W23,S3
7.45,30540.0,0.05,BULK,17.1,1.92,2017-07-19 00:00:00+00:00,C142,P1,W16,S2
18.14,720.0,1.21,-MDRM,0.98,0.11,2020-03-16 00:00:00+00:00,C235,P2,W12,S3
9.2,2880.0,1.45,-MDRM,1.99,0.11,2018-06-13 00:00:00+00:00,C240,P2,W5,S3
158.35,39980.0,0.15,BULK,534.43,0.5,2022-08-10 00:00:00+00:00,C84,P1,W3,S2
13.19,44120.0,0.07,BULK,45.51,0.47,2019-08-09 00:00:00+00:00,C13,P1,W2,S2
35.98,1080.0,1.13,-MDRM,2.91,0.41,2022-08-17 00:00:00+00:00,C57,P2,W10,S3
24.31,13890.0,0.09,BULK,27.35,1.64,2021-09-24 00:00:00+00:00,C29,P1,W4,S2
54.63,45160.0,0.87,BULK,184.38,0.11,2020-05-18 00:00:00+00:00,C37,P4,W3,S10
19.16,1440.0,1.11,-MDRM,2.07,0.11,2019-07-10 00:00:00+00:00,C464,P2,W13,S3
153.89,45810.0,0.04,BULK,519.38,1.06,2017-05-31 00:00:00+00:00,C79,P1,W4,S2
9.81,360.0,1.58,-MDRM,0.26,0.11,2018-03-07 00:00:00+00:00,C183,P2,W15,S3
12.27,45040.0,0.06,BULK,42.33,0.46,2017-11-22 00:00:00+00:00,C32,P1,W16,S2
29.83,720.0,1.22,-MDRM,1.61,0.11,2021-10-28 00:00:00+00:00,C178,P2,W4,S3
0.0,47860.0,0.13,BULK,0.0,0.24,2022-10-19 00:00:00+00:00,C1,P1,W1,S1
0.0,44840.0,0.07,BULK,0.0,0.3,2021-05-21 00:00:00+00:00,C1,P1,W1,S1
67.45,43820.0,0.08,BULK,227.64,0.29,2019-10-23 00:00:00+00:00,C6,P1,W8,S2
54.63,30000.0,0.57,BULK,122.92,0.1,2019-05-02 00:00:00+00:00,C37,P4,W3,S2
55.6,22880.0,0.07,BULK,95.7,1.78,2018-10-04 00:00:00+00:00,C540,P1,W4,S2
36.92,360.0,1.21,-MDRM,1.0,0.11,2017-11-07 00:00:00+00:00,C58,P2,W15,S3
86.24,2160.0,0.71,-MDRM,13.97,0.1,2020-02-21 00:00:00+00:00,C56,P2,W17,S3
10.66,44920.0,0.06,BULK,36.78,0.28,2018-01-16 00:00:00+00:00,C40,P1,W2,S2
114.16,43520.0,0.06,BULK,393.85,0.04,2018-05-08 00:00:00+00:00,C6,P1,W2,S2
9.53,8415.0,0.05,BULK,21.44,3.24,2020-07-20 00:00:00+00:00,C192,P1,W12,S2
31.89,47060.0,0.06,BULK,110.02,0.64,2020-06-17 00:00:00+00:00,C106,P1,W16,S2
10.19,5760.0,0.86,-MDRM,4.4,0.11,2019-10-07 00:00:00+00:00,C154,P2,W13,S3
78.71,2880.0,1.15,-MDRM,17.0,0.2,2021-06-18 00:00:00+00:00,C716,P2,W23,S3
47.43,43860.0,0.06,BULK,163.63,0.67,2018-04-17 00:00:00+00:00,C19,P1,W2,S2
24.31,14130.0,0.07,BULK,27.35,2.04,2020-06-10 00:00:00+00:00,C29,P1,W4,S2
50.51,1080.0,1.2,-MDRM,4.09,0.11,2019-08-12 00:00:00+00:00,C17,P2,W10,S3
0.0,45780.0,0.08,BULK,0.0,0.25,2019-10-07 00:00:00+00:00,C1,P1,W1,S1
36.92,360.0,1.12,-MDRM,1.0,1.28,2022-02-24 00:00:00+00:00,C58,P2,W15,S3
125.85,47040.0,0.07,BULK,471.94,0.74,2019-10-31 00:00:00+00:00,C31,P3,W12,S2
26.52,360.0,1.23,-MDRM,0.72,0.11,2020-04-09 00:00:00+00:00,C439,P2,W5,S3
80.91,44820.0,0.06,BULK,273.07,2.52,2018-07-13 00:00:00+00:00,C526,P1,W1,S1
148.47,44440.0,0.07,BULK,512.22,0.34,2019-06-04 00:00:00+00:00,C24,P1,W2,S2
7.45,38300.0,0.06,BULK,25.65,1.0,2020-09-15 00:00:00+00:00,C142,P1,W16,S2
17.3,360.0,2.32,-MDRM,0.47,0.11,2020-11-23 00:00:00+00:00,C717,P2,W13,S3
40.77,45280.0,0.06,BULK,137.6,0.79,2017-10-23 00:00:00+00:00,C34,P1,W1,S1
0.0,30060.0,0.07,BULK,0.0,0.29,2020-03-30 00:00:00+00:00,C1,P1,W1,S1
22.73,44000.0,0.04,BULK,75.01,1.72,2017-04-11 00:00:00+00:00,C49,P3,W22,S2
156.61,44800.0,0.05,BULK,516.81,1.02,2021-02-09 00:00:00+00:00,C152,P3,W3,S2
47.28,25700.0,0.1,BULK,125.03,1.34,2022-12-28 00:00:00+00:00,C14,P1,W11,S2
143.36,720.0,1.01,-MDRM,7.74,0.1,2019-07-02 00:00:00+00:00,C8,P2,W11,S3
80.91,45040.0,0.06,BULK,273.07,1.94,2017-05-25 00:00:00+00:00,C526,P1,W1,S1
86.24,1440.0,0.8,-MDRM,9.31,0.1,2017-03-31 00:00:00+00:00,C56,P2,W17,S3
13.19,44400.0,0.08,BULK,45.51,0.26,2021-06-23 00:00:00+00:00,C13,P1,W2,S2
47.43,42080.0,0.07,BULK,163.63,0.65,2019-10-23 00:00:00+00:00,C19,P1,W2,S2
12.27,39840.0,0.07,BULK,42.24,0.64,2018-11-30 00:00:00+00:00,C32,P1,W16,S2
14.6,7100.0,0.06,BULK,6.7,3.99,2021-02-02 00:00:00+00:00,C50,P1,W16,S2
81.94,360.0,0.7,-MDRM,2.21,0.43,2020-02-14 00:00:00+00:00,C441,P2,W17,S3
40.77,45140.0,0.07,BULK,143.71,0.56,2020-05-01 00:00:00+00:00,C34,P1,W1,S3
0.0,44740.0,0.07,BULK,0.0,0.3,2021-05-25 00:00:00+00:00,C1,P1,W1,S1
153.89,43250.0,0.07,BULK,519.38,0.21,2019-04-05 00:00:00+00:00,C79,P1,W4,S2
86.96,47960.0,0.06,BULK,300.01,0.25,2018-08-28 00:00:00+00:00,C46,P1,W16,S2
16.69,44380.0,0.07,BULK,56.33,0.19,2020-05-01 00:00:00+00:00,C47,P1,W1,S1
32.39,1440.0,1.53,-MDRM,3.5,0.11,2019-10-14 00:00:00+00:00,C18,P2,W13,S3
15.51,48020.0,0.08,BULK,58.16,0.76,2019-06-12 00:00:00+00:00,C12,P3,W12,S2
45.78,45760.0,0.09,BULK,157.94,0.26,2021-12-15 00:00:00+00:00,C97,P1,W16,S2
29.83,360.0,1.22,-MDRM,0.81,0.11,2022-02-01 00:00:00+00:00,C178,P2,W4,S3
148.47,43740.0,0.12,BULK,512.22,0.54,2022-05-04 00:00:00+00:00,C24,P1,W2,S2
40.77,46360.0,0.07,BULK,143.71,0.56,2020-04-27 00:00:00+00:00,C34,P1,W1,S2
177.63,43000.0,0.06,BULK,599.5,0.66,2017-01-12 00:00:00+00:00,C193,P1,W1,S1
13.19,44240.0,0.06,BULK,45.51,0.33,2020-08-14 00:00:00+00:00,C13,P1,W2,S2
41.95,44860.0,0.06,BULK,144.73,0.47,2020-03-27 00:00:00+00:00,C40,P1,W2,S2
55.6,1440.0,1.48,-MDRM,6.0,0.11,2020-11-16 00:00:00+00:00,C38,P2,W17,S3
86.24,3600.0,0.71,-MDRM,23.28,0.1,2019-07-19 00:00:00+00:00,C56,P2,W17,S3
0.0,720.0,1.25,-MDRM,0.0,0.11,2017-10-12 00:00:00+00:00,C27,P2,W15,S3
89.35,43940.0,0.05,BULK,301.56,1.23,2020-07-07 00:00:00+00:00,C238,P3,W3,S2
50.95,44800.0,0.06,BULK,175.4,0.72,2020-05-14 00:00:00+00:00,C92,P1,W2,S2
43.65,5080.0,0.07,BULK,22.92,3.45,2018-08-28 00:00:00+00:00,C75,P1,W2,S2
50.51,1440.0,1.2,-MDRM,5.46,0.11,2019-04-12 00:00:00+00:00,C17,P2,W10,S6
17.66,360.0,0.62,+MDRM,0.48,1.97,2016-11-04 00:00:00+00:00,C184,P2,W4,S3
15.42,1440.0,0.85,-MDRM,1.67,0.11,2017-03-10 00:00:00+00:00,C226,P2,W3,S3
148.47,44960.0,0.06,BULK,512.22,0.51,2021-01-20 00:00:00+00:00,C24,P1,W2,S2
64.13,360.0,0.95,-MDRM,1.73,1.09,2017-05-31 00:00:00+00:00,C718,P2,W26,S3
50.51,720.0,1.38,-MDRM,2.73,0.11,2021-06-18 00:00:00+00:00,C17,P2,W10,S3
6.19,720.0,0.62,-MDRM,0.33,0.11,2020-03-05 00:00:00+00:00,C5,P2,W5,S3
0.0,1440.0,0.92,-MDRM,0.0,3.99,2020-11-10 00:00:00+00:00,C513,P2,W23,S3
55.6,720.0,1.01,-MDRM,3.0,0.11,2017-05-05 00:00:00+00:00,C38,P2,W17,S3
20.18,360.0,0.88,-MDRM,0.54,0.71,2017-07-26 00:00:00+00:00,C302,P2,W15,S3
23.19,1440.0,0.76,-MDRM,2.5,0.11,2017-05-18 00:00:00+00:00,C5,P2,W5,S3
40.77,45340.0,0.07,BULK,143.71,0.5,2018-08-23 00:00:00+00:00,C34,P1,W1,S1
13.19,41820.0,0.07,BULK,45.51,0.42,2018-09-05 00:00:00+00:00,C13,P1,W2,S2
73.91,44380.0,0.05,BULK,249.45,1.99,2020-06-12 00:00:00+00:00,C36,P1,W3,S2
75.62,1440.0,0.52,+MDRM,8.17,3.29,2016-09-19 00:00:00+00:00,C60,P2,W4,S3
5.96,44800.0,0.06,BULK,20.56,1.63,2017-09-13 00:00:00+00:00,C312,P1,W1,S1
54.63,45140.0,0.65,BULK,184.38,0.07,2017-09-11 00:00:00+00:00,C37,P4,W3,S8
47.43,43520.0,0.06,BULK,160.08,0.29,2019-09-25 00:00:00+00:00,C603,P1,W2,S2
40.77,45420.0,0.15,BULK,143.71,0.08,2022-12-08 00:00:00+00:00,C34,P1,W1,S2
26.52,360.0,1.23,-MDRM,0.72,0.11,2020-04-21 00:00:00+00:00,C614,P2,W5,S3
32.78,1440.0,0.62,-MDRM,3.54,0.11,2020-02-26 00:00:00+00:00,C11,P2,W11,S3
18.24,14400.0,0.61,-MDRM,19.7,0.11,2019-02-25 00:00:00+00:00,C138,P2,W5,S3
54.63,44920.0,0.67,BULK,184.38,0.07,2017-10-23 00:00:00+00:00,C37,P4,W3,S8
15.51,47940.0,0.08,BULK,58.16,0.75,2019-07-09 00:00:00+00:00,C12,P3,W12,S2
122.17,44860.0,0.06,BULK,412.32,1.32,2017-03-30 00:00:00+00:00,C398,P1,W1,S1
97.38,43380.0,0.06,BULK,328.66,0.48,2019-10-01 00:00:00+00:00,C62,P1,W2,S2
55.6,720.0,1.48,-MDRM,3.0,0.11,2020-09-30 00:00:00+00:00,C38,P2,W17,S3
86.24,1080.0,0.92,-MDRM,18.63,0.1,2021-09-22 00:00:00+00:00,C56,P2,W17,S3
148.47,42540.0,0.15,BULK,512.22,0.18,2022-07-20 00:00:00+00:00,C24,P1,W2,S2
19.16,2160.0,1.35,-MDRM,3.1,0.11,2020-04-20 00:00:00+00:00,C191,P2,W13,S3
138.61,360.0,0.89,-MDRM,3.74,1.6,2017-03-27 00:00:00+00:00,C520,P2,W4,S3
10.19,2880.0,1.08,-MDRM,2.2,0.11,2020-09-15 00:00:00+00:00,C154,P2,W13,S3
47.28,27350.0,0.05,BULK,127.66,1.56,2019-10-04 00:00:00+00:00,C14,P1,W11,S2
10.19,1440.0,0.86,-MDRM,1.1,0.11,2019-02-14 00:00:00+00:00,C154,P2,W13,S3
6.98,1440.0,0.81,-MDRM,0.75,0.11,2020-03-17 00:00:00+00:00,C458,P2,W11,S3
98.48,7200.0,1.35,-MDRM,53.18,0.11,2020-05-29 00:00:00+00:00,C589,P2,W15,S3
148.47,45240.0,0.07,BULK,512.22,0.29,2021-04-28 00:00:00+00:00,C24,P1,W2,S2
50.4,44300.0,0.05,BULK,173.5,2.5,2020-08-03 00:00:00+00:00,C174,P1,W14,S2
179.51,43910.0,0.07,BULK,605.85,0.19,2019-09-17 00:00:00+00:00,C69,P1,W4,S2
6.19,720.0,0.69,-MDRM,0.33,0.11,2018-12-13 00:00:00+00:00,C5,P2,W5,S3
148.47,43560.0,0.06,BULK,512.22,0.76,2020-10-26 00:00:00+00:00,C24,P1,W2,S2
97.38,42720.0,0.11,BULK,328.66,0.92,2022-05-12 00:00:00+00:00,C62,P1,W2,S2
0.0,45340.0,0.06,BULK,0.0,0.29,2016-12-02 00:00:00+00:00,C1,P1,W1,S1
11.56,720.0,2.65,-MDRM,0.62,0.11,2019-09-27 00:00:00+00:00,C123,P2,W13,S3
41.95,44020.0,0.15,BULK,144.73,0.11,2022-07-14 00:00:00+00:00,C309,P1,W2,S2
54.63,31100.0,0.79,BULK,184.38,0.07,2018-05-07 00:00:00+00:00,C37,P4,W3,S8
61.44,46880.0,0.07,BULK,211.51,0.73,2019-04-29 00:00:00+00:00,C510,P1,W16,S2
0.0,45800.0,0.07,BULK,0.0,0.26,2019-01-28 00:00:00+00:00,C1,P1,W1,S1
65.2,720.0,0.6,+MDRM,3.52,0.15,2016-10-19 00:00:00+00:00,C144,P2,W3,S3
,23920.0,0.04,BULK,,,2018-02-01 00:00:00+00:00,C41,P3,W12,S6
90.48,720.0,1.64,-MDRM,4.89,0.11,2017-03-09 00:00:00+00:00,C516,P2,W7,S3
18.14,42660.0,0.15,BULK,62.58,0.31,2022-09-29 00:00:00+00:00,C175,P1,W2,S2
22.73,44000.0,0.04,BULK,75.01,1.73,2017-05-16 00:00:00+00:00,C49,P3,W22,S2
44.93,29240.0,0.19,BULK,101.09,0.12,2022-12-09 00:00:00+00:00,C153,P3,W3,S2
6.19,44880.0,0.08,BULK,20.89,1.42,2021-08-25 00:00:00+00:00,C44,P1,W14,S8
3.48,360.0,0.7,-MDRM,0.09,0.11,2019-09-20 00:00:00+00:00,C719,P2,W11,S3
,33200.0,0.05,BULK,,,2017-06-09 00:00:00+00:00,C41,P3,W15,S6
86.96,46220.0,0.05,BULK,300.01,0.66,2017-01-04 00:00:00+00:00,C46,P1,W16,S2
66.83,45080.0,0.09,BULK,225.55,0.71,2021-11-22 00:00:00+00:00,C28,P1,W2,S2
4.05,1440.0,1.4,-MDRM,0.44,0.11,2021-03-18 00:00:00+00:00,C33,P2,W12,S3
0.0,27660.0,0.06,BULK,0.0,0.29,2017-01-09 00:00:00+00:00,C1,P1,W1,S1
57.87,2160.0,1.29,-MDRM,9.37,0.11,2019-07-30 00:00:00+00:00,C165,P2,W25,S3
10.66,44580.0,0.06,BULK,36.78,0.26,2018-03-19 00:00:00+00:00,C40,P1,W2,S2
44.93,35100.0,0.22,BULK,101.09,0.19,2022-11-28 00:00:00+00:00,C153,P3,W3,S2
66.83,43680.0,0.1,BULK,225.55,0.88,2022-03-08 00:00:00+00:00,C28,P1,W2,S2
47.28,29480.0,0.14,BULK,109.93,0.76,2022-05-23 00:00:00+00:00,C14,P1,W11,S2
10.19,2880.0,0.76,-MDRM,2.2,0.11,2018-03-07 00:00:00+00:00,C154,P2,W13,S3
6.19,720.0,0.72,-MDRM,0.33,0.11,2017-07-26 00:00:00+00:00,C5,P2,W5,S3
57.87,2160.0,0.92,-MDRM,9.37,0.78,2022-11-18 00:00:00+00:00,C165,P2,W25,S11
38.22,45985.0,0.14,BULK,128.99,0.31,2022-09-30 00:00:00+00:00,C94,P1,W9,S2
22.95,9440.0,0.04,BULK,16.63,3.99,2016-12-19 00:00:00+00:00,C146,P3,W2,S2
13.19,44960.0,0.1,BULK,45.51,0.15,2021-10-20 00:00:00+00:00,C13,P1,W2,S2
130.59,45580.0,0.06,BULK,440.74,0.27,2020-11-16 00:00:00+00:00,C92,P1,W14,S2
52.94,360.0,1.7,-MDRM,1.43,0.11,2020-09-21 00:00:00+00:00,C429,P2,W9,S3
28.3,43520.0,0.08,BULK,95.51,0.54,2018-09-10 00:00:00+00:00,C85,P1,W8,S2
16.25,1080.0,2.46,-MDRM,1.32,0.11,2020-05-29 00:00:00+00:00,C473,P2,W3,S3
16.69,44680.0,0.07,BULK,56.33,0.21,2021-01-05 00:00:00+00:00,C47,P1,W1,S1
0.0,44600.0,0.06,BULK,0.0,0.06,2018-05-17 00:00:00+00:00,C288,P1,W1,S2
0.0,31020.0,0.12,BULK,0.0,0.3,2022-06-20 00:00:00+00:00,C1,P1,W1,S1
35.12,45260.0,0.07,BULK,121.16,0.7,2020-02-26 00:00:00+00:00,C34,P1,W1,S1
32.78,2880.0,0.62,-MDRM,7.08,0.11,2019-06-14 00:00:00+00:00,C11,P2,W11,S3
114.16,44280.0,0.05,BULK,393.85,0.22,2017-10-06 00:00:00+00:00,C6,P1,W2,S2
6.19,44280.0,0.07,BULK,20.89,0.58,2019-01-29 00:00:00+00:00,C44,P1,W14,S2
50.95,38740.0,0.07,BULK,175.4,0.41,2021-05-07 00:00:00+00:00,C92,P1,W2,S2
52.5,720.0,1.38,-MDRM,2.84,0.11,2021-07-19 00:00:00+00:00,C179,P2,W17,S3
41.73,360.0,1.1,-MDRM,1.13,0.11,2017-11-16 00:00:00+00:00,C141,P2,W12,S3
97.38,43800.0,0.07,BULK,328.66,0.31,2019-07-29 00:00:00+00:00,C62,P1,W2,S2
5.16,360.0,0.94,-MDRM,0.14,0.11,2020-10-28 00:00:00+00:00,C65,P2,W12,S3
166.81,33080.0,0.09,BULK,413.86,0.91,2018-11-07 00:00:00+00:00,C41,P3,W12,S6
18.14,42780.0,0.07,BULK,62.58,0.64,2019-10-02 00:00:00+00:00,C175,P1,W2,S2
73.91,43820.0,0.05,BULK,249.45,2.03,2020-10-19 00:00:00+00:00,C36,P1,W3,S2
29.61,360.0,1.2,-MDRM,0.8,2.28,2022-01-19 00:00:00+00:00,C363,P2,W13,S3
75.62,1440.0,1.07,-MDRM,8.17,1.1,2022-03-14 00:00:00+00:00,C60,P2,W4,S3
17.06,1800.0,1.82,-MDRM,2.3,0.11,2021-08-26 00:00:00+00:00,C128,P2,W21,S3
55.6,720.0,1.48,-MDRM,3.0,0.11,2020-07-10 00:00:00+00:00,C38,P2,W17,S3
5.16,720.0,1.12,-MDRM,0.28,0.11,2021-09-13 00:00:00+00:00,C65,P2,W12,S3
41.95,44240.0,0.06,BULK,144.73,0.46,2020-08-19 00:00:00+00:00,C40,P1,W2,S2
59.56,48800.0,0.07,BULK,214.42,0.32,2018-11-09 00:00:00+00:00,C247,P1,W16,S2
16.69,43980.0,0.06,BULK,55.08,0.18,2018-07-18 00:00:00+00:00,C47,P1,W1,S1
50.55,720.0,0.78,-MDRM,2.73,0.8,2020-04-27 00:00:00+00:00,C344,P2,W6,S3
45.78,46480.0,0.09,BULK,137.34,0.32,2021-06-22 00:00:00+00:00,C97,P1,W16,S2
31.89,46260.0,0.06,BULK,110.02,0.66,2020-05-20 00:00:00+00:00,C106,P1,W16,S2
40.77,45520.0,0.08,BULK,143.71,0.2,2022-01-25 00:00:00+00:00,C34,P1,W1,S2
67.45,44320.0,0.09,BULK,232.7,0.09,2021-06-21 00:00:00+00:00,C6,P1,W8,S2
44.91,360.0,1.34,-MDRM,1.21,0.11,2019-06-07 00:00:00+00:00,C498,P2,W31,S3
40.77,44980.0,0.06,BULK,137.6,0.56,2017-03-23 00:00:00+00:00,C34,P1,W1,S1
